"Name","Description","Star","No. Of reviews","Website","Last review","Service focus","Price","Avarage	Est.","Location","Link","Email","Phone number"
"Light IT","Advanced Web / Mobile and Custom Solutions","5.0","1 review","http://light-it.net","Light IT provide IT consulting services within the product development field from their homebase of Ukraine.","35%  Web Development
25%  Mobile App Development
15%  IT Strategy Consulting
15%  Custom Software Development
10%  UX/UI Design
","$5,000+","$25 - $49 / hr","Zaporizhzhia, Ukraine","https://clutch.co/profile/lightit","sales@light-it.net","none"
"Digital Orange","Your key point to success.","5.0","1 review","http://www.digital-orange.com","Digital Orange provides the following services: web design, web, custom and mobile app development.","20%  Web Development
20%  E-Commerce Development
20%  Mobile App Development
20%  Social Media Marketing
20%  Custom Software Development
","$5,000+","$25 - $49 / hr","Skopje, Macedonia","https://clutch.co/profile/digital-orange","do@digital-orange.com","+38971822708"
"Régens Plc","Coded for your Success","5.0","1 review","http://www.regenseurope.com","A bespoke software development company. Regens specializes in software, web, and mobile development. Past work includes Avon, Siemens, and Lufthansa.","20%  Web Development
20%  Mobile App Development
20%  Custom Software Development
10%  BI & Big Data Consulting & SI
10%  IT Strategy Consulting
10%  Productivity, Collaboration & UC Consulting and SI
5%  Digital Strategy
5%  UX/UI Design
","$5,000+","$25 - $49 / hr","Budapest, Hungary","https://clutch.co/profile/r%C3%A9gens-plc","szarka.andrea@regens.hu","+36.1.205.3090"
"Cleevio","We create successful mobile and web products.","5.0","1 review","http://www.cleevio.com","Team of 25 skilled engineers, designers and project managers...","20%  Web Development
20%  Mobile App Development
20%  UX/UI Design
20%  Web Design
20%  Custom Software Development
","$10,000+","$50 - $99 / hr","Prague, Czech Republic","https://clutch.co/profile/cleevio","hello@cleevio.cz","+420775578315"
"Simple Code","Simple solutions for complex needs.","5.0","1 review","https://simple-code.hr","We are a software development company that brings together technical and creative professionals...","40%  Web Development
20%  UX/UI Design
20%  Custom Software Development
10%  E-Commerce Development
10%  Mobile App Development
","$1,000+","$25 - $49 / hr","Zagreb, Croatia","https://clutch.co/profile/simple-code","info@simple-code.hr","none"
"DSI","Developing Software Innovations","5.0","1 review","https://dsi.bg/","DSI is a development and IT company in located in Sofia, Bulgaria.","25%  Web Development
25%  Non-Voice BPO/Back Office Services
25%  Mobile App Development
25%  Custom Software Development
","$10,000+","$50 - $99 / hr","Sofia, Bulgaria","https://clutch.co/profile/dsi","office@dsi.bg","+359.889.001.130"
"Iterio Data","Leverage your data to get more customers","5.0","1 review","https://iteriodata.com","Iterio is a marketing and advertising company using customer data to measure your funnel and improve conversion rates.","50%  BI & Big Data Consulting & SI
50%  Custom Software Development
","$25,000+","$25 - $49 / hr","Poland","https://clutch.co/profile/iterio-data","hello@iteriodata.com","none"
"Decima Digital","We make e-Wishes Happen","5.0","1 review","http://www.decimadigital.com","Decima Digital is an eCommerce development and consulting copmany. Based in Ukraine, they focus on Magento development.","30%  Web Development
30%  E-Commerce Development
20%  Custom Software Development
10%  IT Managed Services
10%  IT Strategy Consulting
","$25,000+","$25 - $49 / hr","Kyiv, Ukraine","https://clutch.co/profile/decima-digital","services@decimadigital.com","+372 544 033 53"
"WebCrafters","Our focus is to communicate","5.0","1 review","https://webcrafters.pl","WebCrafters is located in Poland. They specialize in web, mobile app and e-commerce development projects.","30%  Web Development
30%  E-Commerce Development
20%  Mobile App Development
20%  Custom Software Development
","$1,000+","$25 - $49 / hr","Warszawa, Poland","https://clutch.co/profile/webcrafters","jacek.kukla@webcrafters.pl","535-707-996"
"Spintech Software","We build robust, scalable and secure architectures","5.0","1 review","https://spintech.software/","A company founded by a group of unique talents with strong technical background. We believe that software can im...","40%  Web Development
20%  Custom Software Development
10%  E-Commerce Development
10%  Enterprise App Modernization
10%  Mobile App Development
10%  Blockchain
","$50,000+","$50 - $99 / hr","Kharkiv, Ukraine","https://clutch.co/profile/spintech-software","info@spintech.software","+380509163574"
"Burning Buttons","Digital boost for your business to succeed!","5.0","1 review","https://burningbuttons.com/","Burning Buttons specialize in responsive design, QA, specification writing, web, and mobile app development.","40%  Web Development
15%  E-Commerce Development
15%  Custom Software Development
10%  Blockchain
5%  BI & Big Data Consulting & SI
5%  IT Strategy Consulting
2%  Logo
2%  UX/UI Design
2%  Web Design
2%  Product Design
1%  Other Design
1%  Graphic Design
","$5,000+","$25 - $49 / hr","Omsk, Russia","https://clutch.co/profile/burning-buttons","sales@burningbuttons.com","+7-960-993-01-56"
"itSilesia","Virtual Reality Augmented Reality","5.0","1 review","http://itsilesia.com","itSilesia is a digital design and development company located in Gliwice, Poland. Clients include COVUM, skillbyte, and Proof-Tech.","20%  Web Development
30%  AR/VR Development
20%  Mobile App Development
20%  Custom Software Development
10%  Other Application Development
","$10,000+","$25 - $49 / hr","Gliwice, Poland","https://clutch.co/profile/itsilesia","info@itsilesia.com","+48608384069"
"Neocodis","Web design & development agency","5.0","1 review","http://neocodis.com","""We provide easy access to low-cost, high-tech IT skills whilst setting the industry standard for accuracy, quality and timely delivery of results.""","20%  Web Development
20%  Custom Software Development
15%  Web Design
10%  Mobile App Development
10%  UX/UI Design
10%  Graphic Design
5%  E-Commerce Development
5%  Logo
5%  Print Design
","$1,000+","$25 - $49 / hr","Świętochłowice, Poland","https://clutch.co/profile/neocodis","j.morshead@neocodis.com","+48.605.424.584"
"DevCom.one","DevCom.one","5.0","1 review","http://www.developerscompany.com","Based in Ukraine, DevCom specializes in web development and design, user experience, and more...","20%  Web Development
25%  Web Design
25%  UX/UI Design
20%  Custom Software Development
10%  Mobile App Development
","$1,000+","< $25 / hr","Rivne, Ukraine","https://clutch.co/profile/devcomone","nj@developerscompany.com","none"
"Sunny Soft","We build cutting-edge AJAX applications.","5.0","1 review","http://www.sunnysw.com/","Sunny Soft offers its customers the option of outsourcing their software development needs to the company's office in Sofia, Bulgaria.","30%  Web Development
30%  Non-Voice BPO/Back Office Services
20%  IT Strategy Consulting
20%  Custom Software Development
","$10,000+","$50 - $99 / hr","Sofia, Bulgaria","https://clutch.co/profile/sunny-soft","hostmaster@sunnysw.com","+359.24.811.812"
"Digital Virgo","Smart Data Performer","5.0","1 review","http://www.digitalvirgo.com/en/","Digital Virgo has experience in entertainment gaming, design and editing. Past work includes NRJ Music Awards and Coca-Cola Morocco.","40%  Digital Strategy
20%  Marketing Strategy
20%  Search Engine Optimization
20%  Custom Software Development
","$5,000+","$100 - $149 / hr","Warszawa, Poland","https://clutch.co/profile/digital-virgo","contact@digitalvirgo.com","+48 223.121.000"
"Procodific","We make your ideas a reality.","5.0","1 review","http://procodific.com/","Procodific specialize in UX/UI, game, mobile, and web development.","25%  Web Development
25%  Mobile App Development
25%  Wearable App Development
25%  Custom Software Development
","$5,000+","$25 - $49 / hr","Skopje, Macedonia","https://clutch.co/profile/procodific","development@procodific.com","none"
"HugeServices","We make HUGE THINGS, but small enough.","5.0","1 review","https://hugeservices.pl","Hello, we are HugeServices. We are here to help you...","20%  Web Development
30%  Custom Software Development
20%  Mobile App Development
10%  Enterprise App Modernization
10%  IoT Development
10%  Artificial Intelligence
","$5,000+","$25 - $49 / hr","Poznań, Poland","https://clutch.co/profile/hugeservices","contact@hugeservices.pl","none"
"Tiramisu Web Apps","Custom Software and CTO Services","5.0","1 review","http://tirasu.com","Software House focused on delivering data-heavy critical systems, including network applications, workflow support, c...","20%  Web Development
30%  Custom Software Development
25%  Cloud Consulting & SI
15%  Mobile App Development
10%  ERP Consulting and SI
","Undisclosed","$25 - $49 / hr","Warsaw, Poland","https://clutch.co/profile/tiramisu-web-apps","contact@tirasu.com","none"
"Starlet Software","Modern approach to development","5.0","1 review","https://starletapps.github.io","Startlet focuses on developing apps to help your company grow and expand, become more digital, and more efficient.","10%  Web Development
60%  Mobile App Development
30%  Custom Software Development
","$5,000+","$25 - $49 / hr","Zaporozhye, Ukraine","https://clutch.co/profile/starlet-software","starlet.software@gmail.com","none"
"Software Mansion","mobile, web & multimedia apps development","5.0","1 review","http://swmansion.com","Based in Poland, Software Mansion is a development shop that specializes in multiple technology frameworks, including React/React Native, Expo, Node.js, Ruby on Rails, iOS & Android.","25%  Web Development
35%  Mobile App Development
15%  Custom Software Development
10%  Other Application Development
5%  Other IT Consulting and SI
5%  Staff Augmentation
5%  Business Consulting
","Undisclosed","$50 - $99 / hr","Kraków, Poland","https://clutch.co/profile/software-mansion","contact@swmansion.com","none"
"Sente","Sente","5.0","1 review","http://www.sente.pl","Sente provide an assortment of IT services, from ERP and CRM design to the development of IT solutions.","10%  Web Development
40%  Enterprise App Modernization
20%  Custom Software Development
10%  Financial Accounting
10%  Tax Preparation
5%  Bookkeeping
3%  ERP Consulting and SI
2%  CRM Consulting and SI
","$10,000+","$25 - $49 / hr","Wrocław, Poland","https://clutch.co/profile/sente","kontakt@sente.pl","+48.71.78.47.900"
"SupportDevs","Software development company - web&mobile&UI/UX","5.0","1 review","https://supportdevs.com","SupportDevs is a Polish software house specializing in software development, web, mobile, and desktop apps.","20%  Web Development
20%  Mobile App Development
20%  UX/UI Design
20%  Web Design
20%  Custom Software Development
","Undisclosed","$25 - $49 / hr","Katowice, Poland","https://clutch.co/profile/supportdevs","office@supportdevs.com","+48797244884"
"Intelliarts Ltd.","Dedicated software development teams in Ukraine","5.0","1 review","http://intelliarts.com","Intelliarts is a Ukrainian IT services company focused on providing top-notch software development services to techno...","20%  Web Development
30%  Mobile App Development
20%  BI & Big Data Consulting & SI
20%  Custom Software Development
10%  E-Commerce Development
","Undisclosed","$25 - $49 / hr","Lviv, Ukraine","https://clutch.co/profile/intelliarts","info@intelliarts.com","+38 032 297 04 83"
"Grafixoft","Tailored Software Services & Business Solutions","5.0","1 review","http://www.grafixoft.com/","Grafixoft provides tailored software services, business solutions, and various types of consulting services.","40%  Custom Software Development
30%  IT Managed Services
30%  IT Strategy Consulting
","$10,000+","$50 - $99 / hr","Sofia, Bulgaria","https://clutch.co/profile/grafixoft","info@grafixoft.com","+359.2.971.6400"
"Bonum Studio","Web design and development studio","5.0","1 review","https://bonum-studio.com","Bonum Studio is a development shop based in Ukraine. Specialties include design, development, SEO promotion, and internet advertising.","20%  Web Development
20%  UX/UI Design
20%  Custom Software Development
10%  Logo
10%  Marketing Strategy
10%  Search Engine Optimization
10%  Web Design
","$1,000+","$25 - $49 / hr","Kherson, Ukraine","https://clutch.co/profile/bonum-studio","info@bonum-studio.com","+38.098.897.78.78"
